"В зоопарке я люблю смотреть слонов, и мои сёстры тоже.",1
"Она убила его, но чем она убила его, не знаем.",0
"Я страдаю, ты страдаешь. За что мы страдаем?",0
"Я думал, что Саша будет петь эту песню, а на самом деле Маша будет _.",1
"В зоопарке я люблю смотреть слонов, и мои сёстры тоже в зоопарке любят смотреть слонов.",0
"Я умею управлять самолётом, но я не умею управлять вертолётом.",0
"Ваня сказала, что Вика тебя позвала гулять, а я думал, что меня _.",1
"Мальчиком я играл в баскетбол, а мой друг в бейсбол.",1
"Петя хочет начать изучать французский язык, а Вася хочет начать изучать немецкий язык.",0
"А чтоб истина скорей воссияла, вот зачем.",1
"Он начинает действовать открыто... подчеркивая, что он выступает...",0
"У него день рождения в июне, а у неё в октябре.",1
"Дети с кем-то дрались, но мне не важно, с кем дрались дети.",0
"Так ли, для этого ли?",1
"Мне вчера что-нибудь снилось, но не помню, что мне снилось.",0
"Я предпочитаю слушать его старые песни, а я не предпочитаю слушать его новые песни.",0
"Они сейчас говорят на украинском языке, а они не говорят на русском языке.",0
"В прошлом году мы выращивали только картошку, но в этом году мы выращивали и картошку и огурцы.",0
"Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже _.",1
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.",1
"Они пришли ко мне не в среду, а в четверг.",1
"Я хочу поехать за границу, но не знаю куда.",1
"Когда Петя пришел, я обрадовался, а Вася не обрадовался.",0
"Он вдруг сообразил, что ведь он хотел сейчас идти в дом Федора Павловича, узнать, не произошло ли чего у Федора Павловича.",0
"Петя хочет начать изучать французский язык, а Вася пытается немецкий.",1
"Он хорошо готовить суп с мясом, а она без мяса.",1
"Завтра я принесу лёд, а ты пиво.",1
"Она попросила Мишу остаться, и Вася тоже попросил Мишу остаться.",0
"Митя где-то будет праздновать день рождения, но не знаю где Митя будет праздновать день рождения.",0
"У него день рождения в июне, а у неё день рождения в октябре.",0
"В пиццу всегда добавляю лук, а подруга перец.",1
"Я читал историю про эльфов, а ты читал историю про гномов.",0
"Мои родители живут в Новгороде, и сестра тоже.",1
"Он вдруг бросился и больно укусил мне палец, не знаю за что.",1
"Лучше потратить целый день, чем целую неделю.",1
"Я в первый раз там попробовал сало, а ты зразы.",1
"Я в первый раз там попробовал сало, и ты тоже.",1
"Я читал историю про эльфов, а ты про гномов.",1
"Мой брат думает, что лучше охотиться с луком, чем с винтовкой.",1
"Я ненавижу Марка, и тебя тоже ненавижу.",0
"Мы учимся языкам, а все наши друзья учатся бизнесу.",0
"Иван пишет литературу, а Коля музыку.",1
"Kирилл не позвал Любу в кино, и Bася не позвал Любу в кино.",0
"Демократы голосуют за законопроект, а республиканцы против.",1
"Марина увидела что-то странное, но я не знаю что.",1
"В понедельник мы читали первую часть романа, и во вторник мы читали вторую часть романа.",0
"Он видел, что в душе ее совершалось что-то прекрасное, но что?",1
"Он хорошо понимает математику, и он хорошо понимает биологию.",0
"Лишь бы он вернул мою книгу сегодня, мне всё равно во сколько он вернет мою книгу сегодня.",0
"Я хотел более красивую шапку, _ не __ такую __.",1
"Я не умею готовить так хорошо, как ты.",1
"Демократы голосуют за законопроект, а республиканцы голосуют против законопроекта.",0
"От кого же я знал, что он повесился?",0
"В понедельник мы читали первую часть романа, и во вторник вторую.",1
"Я в первый раз там попробовал сало, а ты в первый раз там попробовала зразы.",0
"Она знает больше о своей стране, чем он.",1
"И Ольгу встретили в магазине, и Kатю _.",1
"Они сейчас говорят на украинском языке, а они не говорят на русском языке.",0
Когда придет Вова?,0
Я должен Мише позвонить или ты должен Мише позвонить?,0
"Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется.",1
"Я хотел более красивую шапку, я не хотел такую шапку.",0
"Он вдруг сообразил, что ведь он хотел сейчас идти в дом Федора Павловича, узнать, не произошло ли чего.",1
Как?,1
"Они сейчас говорят на украинском языке, а не на русском.",1
"Они попросили меня пойти на озеро, но у меня нет времени.",1
"Что-то купили на рынке, но ещё не объяснили что купили на рынке.",0
"Довольно, не хочу больше играть!",0
"Я хотел чай из Китая, а я не хотел чай из Индии.",0
"Вчера я не познакомил Машу с Сашей, но думаю, что завтра познакомлю.",1
"Петя не может получать $3000, а его заместитель не может получать $4000.",0
Черт ее знает из чего тряпка была.,0
Много?,1
"Подруга всегда реккомедует мне новую музыку, но я ещё слушаю старую.",1
Почему не будете больше играть?,0
"Он говорит с иностранным акцентом, но мы не знаем почему он говорит с иностранным акцентом.",0
Когда?,1
Я буду читать курс по типологии в этом году.,0
"Кто-то что-то пел, но я не понимал, кто что.",1
"Мы купили ту книгу по математике после того, как он купил эту книгу по математике.",0
"Я хорошо понимаю математику, но я не хорошо понимаю биологию.",0
"Нет, не для этого.",1
"Котята забавляются маленькими игрушками, а щенята большими.",1
"Рубашка мне слишком велика, а брюки малы.",1
"Все ненавидят наш дом, но все любят их дом.",0
"Они пришли ко мне не в среду, а они пришли ко мне в четверг.",0
"Митя где-то будет праздновать день рождения, но не знаю где.",1
"Саша прочитал мою статью, а Дима прочитал твою статью.",0
"Максиму нравится шоколад, а Вере конфеты.",1
"Я чаще пью виски, чем он водку.",1
"Они купили надувной замок, но не ясно кому они купили надувной замок.",0
"Ольга уехала из своей страны в молодом возрасте, и Катя тоже уехала из своей страны в молодом возрасте.",0
"Я уверен, что он ненавидит лингвистику.",0
"Как он убит, чем он убит и как он убит?",0
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что она его любит.",0
"Она считает его великолепным композитором, и он её.",1
"Да за что же взяли меня и высекли, за что взяли меня и высекли?",0
"Котята забавляются маленькими игрушками, а щенята забавляются большими игрушками.",0
"Я сделал один бутерброд утром, и потом ещё один бутерброд сделал я вечером.",0
"Я в первый раз там попробовал сало, а ты в первый раз там попробовал зразы.",0
Как убедиться же возможно?,0
"Вы не можете ответить, или просто не хотите?",1
"В детстве я ел много мороженого, но сейчас в зрелости мало.",1
"Я ненавижу Марка, и ты тоже ненавидишь Марка.",0
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ""Хоббита"".",1
"Я задал ему три вопроса, и ты тоже.",1
Отцу.,1
"Она знает больше о своей стране, чем он знает о своей стране.",0
От кого же?,1
"Kирилл не позвал Любу в кино, и Bася тоже _.",1
"Мы хотим пойти на экскурсию в музей, а вы в театр.",1
"Ольга уехала из своей страны в молодом возрасте, и Катя тоже.",1
"В Украине сейчас борются с врагами, а в Америке друг с другом.",1
"А чтоб истина скорей воссияла, вот зачем упразднять.",0
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что.",1
"Лидия переедет в Тверь, а её сестра переедет в Новосибирьск.",0
"Я задал ему три вопроса, и ты тоже задал ему три вопроса.",0
"Мне нравится эта песня, но не знаю почему мне нравится эта песня.",0
"Верю, да не знаю во что верю.",0
"Кто-то съел все печенья, но я не знаю, кто.",1
"Маша кому-то что-то подарила, но я не помню кому что.",1
"Ольга хорошо говорит по-немецки, и Катя тоже.",1
"Маша кому-то что-то подарила, но я не помню кому что Маша подарила.",0
"Я чаще пью виски, чем он пьёт водку.",0
"Я люблю пиво, а ты любишь вино.",0
"Я не готовлю так хорошо, как ты готовишь.",0
"Каждый день утром он ест хлопья, а также вечером.",1
"Я видел машину, которую купил Петя, а Вася нет _.",1
"Дина купила своей дочери школьные учебники, а Паша не купил.",1
"Петя хочет начать изучать французский язык, а Вася пытается начать изучать немецкий язык.",0
"Я всегда нерничаю, а мой отец не нервничает никогда.",0
"Бизнесмен получил два ранения, а его водитель три ранения.",1
"Я хотел чай из Китая, а не из Индии.",1
"Хорошие студенты всегда делают домашки, а плохие студенты никогда.",1
"Я видел машину, которую купил Петя, а Вася не видел машину, которую купил Петя.",0
"А он, даже если он захочет, не сможет...",0
"Дети с кем-то дрались, но мне не важно с кем.",1
"Я не могу видеть без очков, а моя подруга может.",1
"Я задал ему три вопроса, и ты тоже задала ему три вопроса.",0
"Он вдруг бросился и больно укусил мне палец, не знаю за что он вдруг бросился и больно укусил мне палец.",0
"Там знали, что Крымов невиновен, a посадили его.",0
"Моя мать хочет новый компьютер, но ещё не знает, какого бренда.",1
"Я уверен, что он ненавидит _.",1
"Каждый год он разбивает стакан, и его мать тоже.",1
"Я задал ему три вопроса, и тоже я задал тебе три вопроса.",0
"Я не могу видеть без очков, а моя подруга может видеть без очков.",0
"Он починил мою машину, но я не понимаю как.",1
"Я говорю по-русски, но не очень хорошо.",1
"Я не знаю, для чего берут в таких случаях что-нибудь в руку.",0
"Он всегда заказывает холодное блюдо, а она горячее.",1
Черт ее знает из чего.,1
Тогда какое?!,1
Много пьют немцы пиво?,0
"Мы учимся языкам, а все наши друзья бизнесу.",1
"Мы очень хотим путешествовать по Украине, но сейчас не можем.",1
"Я страдаю, ты страдаешь. За что?",1
"Теперь уж Алеша был почти уверен в этом, сам не зная еще почему был почти уверен в этом.",0
"Когда Петя пришел, я обрадовался, а Вася нет _.",1
"Мы хотим пойти на экскурсию в музей, а вы хотите пойти на экскурсию в театр.",0
"Никогда не хочу пользоваться духами, потому что пользоваться духами дорого.",0
"Я ездила туда не только в те дни, когда танцевала.",1
"Я не хотел, но вчера мы ходили в кино.",1
"Хотя мы хотели нарушить закон, мы не посмели нарушить закон.",0
"Я сначала приправлю суп паприкой, а потом чёрным перцем.",0
"Мне надо убрать гостиную сегодня, а тебе надо убрать гостиную завтра.",0
"Человек описыавет какой-то город, но нам не ясно, какой город человек описывает.",0
"Он видел, что в душе ее совершалось что-то прекрасное, но что совершалось?",0
"Петя в Москву приехал, а Вася в Петербург нет _.",1
"Ольга хорошо говорит по-немецки, и Катя тоже хорошо говорит по-немецки.",0
"Он начинает действовать открыто... подчеркивая, что выступает...",1
"Фёдор часто знакомится с новыми людьми, а Лена редко.",1
"Я подготовлю материалы на понедельник, а ты подготовишь материалы на вторник.",0
"Да, я распоряжусь, — решила она и, возвращаясь к прежним мыслям, вспомнила, что что-то важное, душевное было не додумано еще, и она стала вспоминать что было не додумано еще.",0
"Георгий готовит макароны, а Лена готовит песто.",0
"Андрей считает, что никто не будет делать это домашнее задание, но я буду.",1
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга каждый год перечитываю ""Хоббита"".",0
"Мне нравится эта песня, но не знаю почему.",1
"Мальчиком я играл в баскетбол, а мальчиком мой друг играл в бейсбол.",0
"Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил.",1
"Каждый день утром он ест хлопья, и каждый день вечером он ест хлопья тоже.",0
"Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже поедет в Санкт-Петербург.",0
Конечно я познакомил Машу с Петей.,0
"Они смеются, но непонятно над кем.",1
"Теперь уж Алеша был почти уверен в этом, сам не зная еще почему.",1
"Я в первый раз там попробовал сало, а также зразы.",1
А они нападают на Анну. За что они нападают на Анну?,0
"Иван что-то купил, но я не помню, чтo.",1
"Я бросил кружку, а сестра бросила тарелку.",0
"Все ненавидят наш дом, но любят их.",1
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.",1
"Петя не может получать $3000, а его заместитель $4000.",1
"Мы пришли сюда, потому что мы хотели.",1
Я в этом году.,1
"Я сделал один бутерброд утром, и потом ещё один вечером.",1
"Володя сказал, что купит зеленую лампу.",1
"Преследовать и звать его он не захотел, он знал почему преследовать и звать его он не захотел.",0
"Не знаю от когоя знал, что он повесился.",0
"Они могут бегать быстрее, чем я.",1
"Фёдор часто знакомится с новыми людьми, а Лена знакомится с новыми людьми редко.",0
"Мы очень хотим путешествовать по Украине, но сейчас не можем путешествовать по Украине.",0
"Так ли, для этого ли сошлись?",0
"Я собираюсь купить машину, а ты собираешься продать машину.",0
"Хотя мы хотели нарушить закон, мы не посмели.",1
"Я в первый раз там попробовал сало, и ты тоже в первый раз там попробовала сало.",0
"Максиму нравится чай, а Вере кофе.",1
"Они смеются, но непонятно над кем они смеются.",0
"Она знает больше о своей стране, чем он знает о её стране.",0
"Марина увидела что-то странное, но я не знаю что Марина увидела.",0
"На рождество моя сестра готовит пирожки с картошой, а я с мясом.",1
Тогда какое мороженое хочешь!?,0
"Я не ем столько, как он.",1
"Иван что-то купил, но я не помню, что Иван купил.",0
"Я говорю по-русски, но не очень хорошо говорю по-русски.",0
Почему?,1
"Она меня не любит, и я её.",1
"Каждый день утром он ест хлопья, а также каждый день он ест хлопья вечером.",0
"Мой брат думает, что лучше охотиться с луком, чем охотиться с винтовкой.",0
"Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил его кинетическую энергию.",0
"Я хорошо понимаю математику, но не биологию.",1
"Юрий живёт в Ярославле, а Дима в Москве.",1
"Петя перестал выходить покурать по утрам, а Вова по вечерам.",1
"Петя увидел белого зайца после того, как Вася увидел черного зайца.",0
"У него день рождения в июне, и у неё тоже.",1
"А он, даже если захочет, не сможет...",1
"Я не умею танцевать, а мой брат не умеет плавать.",0
"Он придумал музыку песни, а она придумала текст.",0
"Митя пил чай, а Надя кофе.",1
"Ты в клубе пил, пил, играл и потом поехал… к кому ты поехал?",0
"Жуков вёл свою аримию на Берлин с севера, а Конев с юга.",1
"Я предпочитаю есть зразы с говядиной, а ты предпочитаешь есть зразы с свининой.",0
"Она встала и ушла, а её парень не знал, почему она встала и ушла.",0
"Я думал, что никто не знает эту песню, а на самом деле Маша спела _.",1
"Я ездила туда не только в те дни, когда я танцевала.",0
"Дина купила своей дочери школьные учебники, а Паша не купил своей дочери школьные учебники.",0
"Подруга всегда реккомедует мне новую музыку, но я ещё слушаю старую музыку.",0
"Я люблю пиво, а ты вино.",1
"Я не умею танцевать, а мой брат плавать.",1
"Иван улыбается, и Миша знает почему Иван улыбается.",0
"Бизнесмен получил два ранения, а его водитель получил три ранения.",0
"Каждый день утром он ест хлопья, но вечером стейк.",1
"Володя сказал, что он купит зеленую лампу.",0
"Я в первый раз там попробовал сало, а ты зразы.",1
"Дмитрия же не застанет еще вернее, и ему предчувствовалось почему.",1
"В пиццу всегда добавляю лук, а подруга всегда добавляет перец.",0
"Я хочу поехать за границу, но не знаю куда хочу поехать.",0
"Незнакомый вручил мне подарок, но не ясно почему.",1
"Кто-то что-то пел, но я не понимал, кто что пел.",0
"Я думал, что никто не знает эту песню, а на самом деле Маша спела эту песню.",0
"Юрий живёт в Ярославле, а Дима живёт в Москве.",0
"Моя подруга всегда принимает душ вечером, а я всегда принимаю душ утром.",0
"Он придумал музыку песни, а она текст.",1
"Я всем буду помагать, даже Пете буду.",1
"Я не знаю что, но что-то Марина увидела.",1
"Она умерла в 1975, а её муж годом позже, в 1976.",1
"Я задал ему три вопроса, а ей только два.",1
"Мои друзья поедут туда на самолёте, а я на машине.",1
"Я задал ему три вопроса, и тоже тебе.",1
"Я не знаю что видела Марина, но что-то Марина увидела.",0
"Они сейчас говорят по-украински, а не по-русски.",1
"Ваня сказала, что Вика тебя позвала гулять, а я думал, что Вика меня позвала гулять.",0
"Петя в Москву приехал, а Вася в петербург не приехал.",0
"Я ненавижу Марка, и тебя тоже.",1
"В Москву я хочу поехать, а в Петерберг я не хочу поехать.",0
"Митя пил чай, а Надя пила кофе.",0
"Его убили, но не знаю почему его убили.",0
"Она знает больше о своей стране, чем он.",1
"Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется, что когда-нибудь выиграет в лотерею.",0
"В Москву я хочу поехать, а в Петербург нет _.",1
Почему Иван прыгнул в колодец?,0
"Мне вчера что-нибудь снилось, но не помню, что.",1
"Я всегда нерничаю, а мой отец никогда.",1
"Нет, не для этого сошлись.",0
"Как он убит, чем и как?",1
"Максиму нравится чай, а Вере нравится кофе.",0
"Мои друзья поедут туда на самолёте, а я поеду на машине.",0
Чем убедиться же возможно?,0
