sentence,label
"В прошлом году мы выращивали только картошку, но в этом году мы выращивали и картошку и огурцы.",0
Когда придет Вова?,0
"Они смеются, но непонятно над кем.",1
"Петя хочет начать изучать французский язык, а Вася немецкий.",1
"Они сейчас говорят на украинском языке, а не русском.",1
"На рождество моя сестра готовит пирожки с картошой, а на Рождество я готовлю пирожки с мясом.",0
"Она убила его, но чем она убила его, не знаем.",1
The National Association of Manufacturers settled on the Hoosier capital of Indianapolis for its fall board meeting.,0
"The U.S. is one of the few industrialized nations that doesn't have a higher standard of regulation for the smooth, needle-like fibers such as crocidolite that are classified as amphobiles, according to Brooke T. Mossman, a professor of pathlogy at the University of Vermont College of Medicine.",0
"Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже поедет в Санкт-Петербург.",0
"Я страдаю, ты страдаешь. За что мы страдаем?",1
Много пьют немцы пиво?,1
"Мы поедем в парк на машине, а они поедут в парк на велосипеде.",1
"Иван пишет литературу, а Коля музыку.",1
"Мы поедем в парк на машине, а они на велосипеде.",1
"Вчера я не познакомил Машу с Сашей, но думаю, что завтра познакомлю.",1
"Иван что-то купил, но я не помню, что Иван купил.",0
"Я в первый раз там попробовал сало, а ты зразы.",1
"Ваня сказала, что Вика тебя позвала гулять, а я думал, что меня _.",1
"Он хорошо понимает математику, и он хорошо понимает биологию.",0
Конечно я познакомил Машу с Петей.,0
"В пиццу всегда добавляю лук, а подруга перец.",1
"Я не могу видеть без очков, а моя подруга может видеть без очков.",0
"Митя предложил Кате пойти в кино, а Катя Мите в музей.",1
"Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется, что когда-нибудь выиграет в лотерею.",0
"Мой брат думает, что лучше охотиться с луком, чем с винтовкой.",1
"Мальчиком я играл в баскетбол, а мой друг в бейсбол.",1
"Kирилл не позвал Любу в кино, и Bася тоже _.",1
"South Korea registered a trade deficit of $101 million in October, reflecting the country's economic sluggishness, according to government figures released Wednesday.",0
"Я ненавижу Марка, и тебя тоже ненавижу.",1
"Незнакомый вручил мне подарок, но не ясно почему незнакомый вручил мне подарок.",0
"Да за что же, за что?",1
"Pacific First Financial Corp. said shareholders approved its acquisition by Royal Trustco Ltd. of Toronto for $27 a share, or $212 million.",0
"Петя не может получать $3000, а его заместитель не может получать $4000.",0
"Каждый день утром он ест хлопья, а также каждый день он ест хлопья вечером.",0
"Я всегда нерничаю, а мой отец не нервничает никогда.",1
"Они купили надувной замок, но не ясно кому они купили надувной замок.",1
"Моя мать работает не только днём, но и также она работает вечером.",0
"Despite the gloomy forecast, South Korea has recorded a trade surplus of $71 million so far this year.",0
"Преследовать и звать его он не захотел, он знал почему преследовать и звать его он не захотел.",0
"В зоопарке я люблю смотреть слонов, и мои сёстры тоже.",1
"Я думал, что Саша будет петь эту песню, а на самом деле Маша будет _.",1
Longer maturities are thought to indicate declining interest rates because they permit portfolio managers to retain relatively higher rates for a longer period.,0
"A Lorillard spokewoman said, ""This is an old story.""",0
"Ольга хорошо говорит по-немецки, и Катя тоже хорошо говорит по-немецки.",0
"Петя в Москву приехал, а Вася в петербург не приехал.",1
Я должен Мише позвонить или ты должен Мише позвонить?,1
"Там знали, что Крымов невиновен, a посадили его.",1
"У него день рождения в июне, и у неё тоже.",1
"Мои друзья поедут туда на самолёте, а я на машине.",1
"В Москву я хочу поехать, а в Петерберг я не хочу поехать.",0
Finmeccanica is an Italian state-owned holding company with interests in the mechanical engineering industry.,0
"Мы хотим пойти на экскурсию в музей, а вы хотите пойти на экскурсию в театр.",0
"У него день рождения в июне, а у неё день рождения в октябре.",0
"The percentage of lung cancer deaths among the workers at the West Groton, Mass., paper factory appears to be the highest for any asbestos workers studied in Western industrialized countries, he said.",0
"Дмитрия же не застанет еще вернее, и ему предчувствовалось почему Дмитрия же не застанет еще вернее.",0
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.",1
"Когда Петя пришел, я обрадовался, а Вася нет _.",1
"Bailey Controls, based in Wickliffe, Ohio, makes computerized industrial controls systems.",0
"Вчера я не познакомил Машу с Сашей, но я думаю, что завтра я познакомлю Машу с Сашей.",0
"Его убили, но не знаю почему его убили.",1
Почему не будете больше играть?,1
"Kирилл не позвал Любу в кино, и Bася не позвал Любу в кино.",0
"Да за что же взяли меня и высекли, за что взяли меня и высекли?",0
Compound yields assume reinvestment of dividends and that the current yield continues for a year.,0
"Я в первый раз там попробовал сало, а также зразы.",0
"Я больше пью виски, чем он пьёт водку.",1
"Я приправлю суп паприкой, а ты чёрным перцем.",1
"Я не могу видеть без очков, а моя подруга может.",1
"Как он убит, чем и как?",1
"В прошлом году мы выращивали только картошку, но в этом году мы выращиваем и картошку и огурцы.",0
"Каждый день утром он ест хлопья, но каждый день вечером он ест стейк.",0
"South Korea's economic boom, which began in 1986, stopped this year because of prolonged labor disputes, trade conflicts and sluggish exports.",0
The top money funds are currently yielding well over 9%.,0
"Подруга всегда реккомедует мне новую музыку, но я ещё слушаю старую музыку.",0
"Максиму нравится шоколад, а Вере конфеты.",1
"Я люблю пиво, а ты вино.",1
"Она встала и ушла, а её парень не знал, почему она встала и ушла.",0
"Он говорит с иностранным акцентом, но мы не знаем почему он говорит с иностранным акцентом.",0
А они нападают на Анну. За что они нападают на Анну?,1
"Они пришли ко мне не в среду, а в четверг.",1
"From January to October, the nation's accumulated exports increased 4% from the same period last year to $50.45 billion.",0
"Как он убит, чем он убит и как он убит?",0
"Она убила его, но чем, не знаем.",1
"Максиму нравится чай, а Вере кофе.",1
"Мне вчера что-нибудь снилось, но не помню, что.",1
"Я хотел чай из Китая, а не из Индии.",0
"After the race, Fortune 500 executives drooled like schoolboys over the cars and drivers.",0
"Петя перестал выходить покурать по утрам, а Вова по вечерам.",1
"Петя хочет начать изучать французский язык, а Вася пытается начать изучать немецкий язык.",0
"Я всем буду помагать, даже Пете я буду помагать.",0
"Я предпочитаю есть зразы с говядиной, а ты предпочитаешь есть зразы с свининой.",0
"Нет, не для этого сошлись.",1
The government's borrowing authority dropped at midnight Tuesday to $2.80 trillion from $2.87 trillion.,0
"Exports in October stood at $5.29 billion, a mere .7% increase from a year earlier, while imports increased sharply to $5.39 billion, up 20% from last October.",0
"А чтоб истина скорей воссияла, вот зачем.",0
"Да, я распоряжусь, — решила она и, возвращаясь к прежним мыслям, вспомнила, что что-то важное, душевное было не додумано еще, и она стала вспоминать что было не додумано еще.",0
"Я сначала приправлю суп паприкой, а потом чёрным перцем.",0
"Моя подруга всегда принимает душ вечером, а я утром.",1
"Маша кому-то что-то подарила, но я не помню кому что Маша подарила.",1
Я должен Мише позвонить или ты _?,1
Почему?,1
"Ты в клубе пил, пил, играл и потом поехал… к кому ты поехал?",1
"Он сказал, что Катя будет читать эту лекцию, а на самом дело Cережа будет.",1
"Демократы голосуют за законопроект, а республиканцы голосуют против законопроекта.",1
"Я в первый раз там попробовал сало, а ты в первый раз там попробовал зразы.",1
"Я задал ему три вопроса, а ей только два.",1
"Я ненавижу Марка, и ты тоже.",1
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что она его любит.",0
"Я ненавижу Марка, и тебя тоже.",1
"Я не готовлю так хорошо, как ты.",1
Чем убедиться же возможно?,0
"Mr. Vinken is chairman of Elsevier N.V., the Dutch publishing group.",0
Dr. Talcott led a team of researchers from the National Cancer Institute and the medical schools of Harvard University and Boston University.,0
"Я хочу поехать за границу, но не знаю куда.",1
Тогда какое?!,1
"Она меня не любит, и я её не люблю.",0
"Он вдруг сообразил, что ведь он хотел сейчас идти в дом Федора Павловича, узнать, не произошло ли чего.",0
"Что-то купили на рынке, но ещё не объяснили что.",1
"Я не ем столько, как он ест.",1
"Back downtown, the execs squeezed in a few meetings at the hotel before boarding the buses again.",0
"Я предпочитаю слушать его старые песни, а не новые.",1
"Его убили, но не знаю почему.",1
"Каждый пригласил кого-то танцевать, но я не помню, кто кого пригласил.",1
"Я задал ему три вопроса, и ты тоже задал ему три вопроса.",0
"Мы пришли сюда, потому что мы хотели.",1
The Treasury said the U.S. will default on Nov. if Congress doesn't act by then.,1
There is no asbestos in our products now.,0
"Мне вчера что-нибудь снилось, но не помню, что мне снилось.",1
"Довольно, не хочу!",0
"Митя где-то будет праздновать день рождения, но не знаю где.",1
"Кто-то съел все печенья, но я не знаю, кто съел все печенья.",0
"Они сейчас говорят по-украински, а они сейчас не говорят по-русски.",1
"Она считает его великолепным композитором, и он считает её великолепным композитором.",0
"J.P. Bolduc, vice chairman of W.R. Grace & Co., which holds a 83.4% interest in this energy-services company, was elected a director.",0
"Подруга всегда реккомедует мне новую музыку, но я ещё слушаю старую.",0
"А чтоб истина скорей воссияла, вот зачем упразднять.",1
"Он хорошо готовить суп с мясом, а она без мяса.",1
"Я не умею танцевать, а мой брат не умеет плавать.",0
"Pierre Vinken, 61 years old, will join the board as a nonexecutive director Nov. 29.",0
"И Ольгу встретили в магазине, и Kатю _.",1
"Митя пил чай, а Надя пила кофе.",1
"Он хорошо готовить суп с мясом, а она хорошо готовит суп без мяса.",1
"Иван что-то купил, но я не помню, чтo.",1
"Сегодня пойдём в бар, но мне ещё не сказали когда сегодня пойдём в бар.",0
"В понедельник мы читали первую часть романа, и во вторник мы читали вторую часть романа.",0
"Yields on money-market mutual funds continued to slide, amid signs that portfolio managers expect further declines in interest rates.",0
"Так ли, для этого ли?",0
"When it's time for their biannual powwow, the nation's manufacturing titans typically jet off to the sunny confines of resort towns like Boca Raton and Hot Springs.",0
Clark J. Vitulli was named senior vice president and general manager of this U.S. sales and marketing arm of Japanese auto maker Mazda Motor Corp.,0
"Кто-то что-то пел, но я не понимал, кто что пел.",1
"Я задал ему три вопроса, и ты тоже задала ему три вопроса.",0
"Митя предложил Кате пойти в кино, а Катя предложила Мите пойти в музей.",0
"Он придумал музыку песни, а она текст.",1
"""The morbidity rate is a striking finding among those of us who study asbestos-related diseases,"" said Dr. Talcott.",0
"Он вдруг бросился и больно укусил мне палец, не знаю за что.",1
The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end.,0
"Мы очень хотим путешествовать по Украине, но сейчас не можем.",0
"Не знаю от когоя знал, что он повесился.",1
"Каждый год он разбивает стакан, и его мать тоже каждый год разбивает стакан.",0
"Они сейчас говорят по-украински, а не по-русски.",0
"Хорошие студенты всегда делают домашки, а плохие студенты никогда не делают домашки.",0
"На рождество моя сестра готовит пирожки с картошой, а я с мясом.",1
The 30-day simple yield fell to an average 8.19% from 8.22%; the 30-day compound yield slid to an average 8.53% from 8.56%.,0
"Она попросила Мишу остаться, и Вася тоже.",1
"Она меня не любит, и я её.",1
"The governor couldn't make it, so the lieutenant governor welcomed the special guests.",0
"Я задал ему три вопроса, и тоже тебе.",1
"Я думал, что Саша будет петь эту песню, а на самом деле Маша будет петь эту песню.",0
"Despite recent declines in yields, investors continue to pour cash into money funds.",0
"Каждый пригласил кого-то танцевать, но я не помню, кто кого.",1
"Котята забавляются маленькими игрушками, а щенята забавляются большими игрушками.",0
"Фёдор часто знакомится с новыми людьми, а Лена редко.",1
Отцу купили машину.,0
"Я всем буду помагать, даже Пете буду.",1
"Я не умею танцевать танго, но хочу.",1
"Я не умею готовить так хорошо, как ты.",1
"Я чаще пью виски, чем он пьёт водку.",0
"Я умею управлять самолётом, но я не умею управлять вертолётом.",0
"On the receiving end of the message were officials from giants like Du Pont and Maytag, along with lesser knowns like Trojan Steel and the Valley Queen Cheese Factory.",0
"Он вдруг сообразил, что ведь он хотел сейчас идти в дом Федора Павловича, узнать, не произошло ли чего у Федора Павловича.",0
"Я не знаю, для чего берут в таких случаях что-нибудь в руку.",0
"Сегодня пойдём в бар, но мне ещё не сказали когда.",1
"Knowing a tasty--and free--meal when they eat one, the executives gave the chefs a standing ovation.",0
"Лишь бы он вернул мою книгу сегодня, мне всё равно во сколько.",1
"Моя девушка хочет в кино всегда, а я никогда не хочу в кино.",1
"Мои родители живут в Новгороде, и сестра тоже живёт в Новгороде.",0
Shorter maturities are considered a sign of rising rates because portfolio managers can capture higher rates sooner.,0
"В детстве я ел много мороженого, но сейчас в зрелости я ем мало мороженого.",0
"Я говорю по-русски, но не очень хорошо.",0
"Мой брат думает, что лучше охотиться с луком, чем охотиться с винтовкой.",0
"The finding probably will support those who argue that the U.S. should regulate the class of asbestos including crocidolite more stringently than the common kind of asbestos, chrysotile, found in most schools and other buildings, Dr. Talcott said.",0
"Хотя мы хотели нарушить закон, мы не посмели.",0
McDermott International Inc. said its Babcock & Wilcox unit completed the sale of its Bailey Controls Operations to Finmeccanica S.p . A. for $295 million.,0
"Я предпочитаю слушать его старые песни, а я не предпочитаю слушать его новые песни.",0
"Он вдруг бросился и больно укусил мне палец, не знаю за что он вдруг бросился и больно укусил мне палец.",0
"В детстве я ел много мороженого, но сейчас в зрелости мало.",1
"Убил Смердяков, но как убил Смердяков?",1
"Они сейчас говорят на украинском языке, а они не говорят на русском языке.",0
"Мне надо убрать гостиную сегодня, а тебе надо убрать гостиную завтра.",0
"No dummies, the drivers pointed out they still had space on their machines for another sponsor's name or two.",0
"Она знает больше о своей стране, чем он.",1
"Я хорошо понимаю математику, но не биологию.",1
"Although preliminary findings were reported more than a year ago, the latest results appear in today's New England Journal of Medicine, a forum likely to bring new attention to the problem.",0
"Митя пил чай, а Надя кофе.",1
"From 1953 to 1955, 9.8 billion Kent cigarettes with the filters were sold, the company said.",0
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ""Хоббита"".",1
"Петя хочет начать изучать французский язык, а Вася пытается немецкий.",1
"Four of the five surviving workers have asbestos-related diseases, including three with recently diagnosed cancer.",0
"""But you have to recognize that these events took place 35 years ago.",0
"У него день рождения в июне, и у неё тоже день рождения в июне.",0
"Каждый день утром он ест хлопья, а также вечером.",1
"Workers dumped large burlap sacks of the imported material into a huge bin, poured in cotton and acetate fibers and mechanically mixed the dry fibers in a process used to make filters.",0
"Завтра я принесу лёд, а ты пиво.",1
"Володя сказал, что он купит зеленую лампу.",0
Почему Иван прыгнул в колодец?,1
"Я хочу поехать за границу, но не знаю куда хочу поехать.",0
"Рубашка мне слишком велика, а брюки малы.",1
"Я задал ему три вопроса, и ты тоже.",1
"Then, in the guests' honor, the speedway hauled out four drivers, crews and even the official Indianapolis 500 announcer for a 10-lap exhibition race.",0
"The idea, of course: to prove to 125 corporate decision makers that the buckle on the Rust Belt isn't so rusty after all, that it's a good place for a company to expand.",0
"Я читал историю про эльфов, а ты читал историю про гномов.",0
"In the new position he will oversee Mazda's U.S. sales, service, parts and marketing operations.",0
"Они попросили меня пойти на озеро, но у меня нет времени.",0
"Жуков вёл свою аримию на Берлин с севера, а Конев вёл свою армию на Берлин с юга.",0
"Человек описыавет какой-то город, но нам не ясно, какой.",1
"Мы хотим пойти на экскурсию в музей, а вы в театр.",1
"For starters, the executives joined Mayor William H. Hudnut III for an evening of the Indianapolis Symphony Orchestra and a guest pianist-comedian Victor Borge.",0
"Он сказал, что Катя будет читать эту лекцию, а на самом дело Cережа будет читать эту лекцию.",0
"Мои друзья поедут туда на самолёте, а я поеду на машине.",1
"Георгий готовит макароны, а Лена готовит песто.",0
About 160 workers at a factory that made paper for the Kent filters were exposed to asbestos in the 1950s.,0
"Мне нравится эта песня, но не знаю почему мне нравится эта песня.",0
"Моя мать хочет новый компьютер, но ещё не знает, какого бренда.",0
"Он всегда заказывает холодное блюдо, а она всегда заказывает горячее блюдо.",1
"Кто-то что-то пел, но я не понимал, кто что.",1
"Я хотел более красивую шапку, я не хотел такую шапку.",0
"Да, я распоряжусь, — решила она и, возвращаясь к прежним мыслям, вспомнила, что что-то важное, душевное было не додумано еще, и она стала вспоминать что.",0
"Мы очень хотим путешествовать по Украине, но сейчас не можем путешествовать по Украине.",0
"Теперь уж Алеша был почти уверен в этом, сам не зная еще почему.",0
"Маша кому-то что-то подарила, но я не помню кому что.",1
"В Украине сейчас борются с врагами, а в Америке борются друг с другом.",1
Черт ее знает из чего.,1
"Иван пишет литературу, а Коля пишет музыку.",1
"Я ездила туда не только в те дни, когда я танцевала.",0
"Лидия переедет в Тверь, а её сестра в Новосибирьск.",1
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга каждый год перечитываю ""Хоббита"".",1
"Я подготовлю материалы на понедельник, а ты на вторник.",1
The average seven-day compound yield of the 400 taxable funds tracked by IBC's Money Fund Report eased a fraction of a percentage point to 8.45% from 8.47% for the week ended Tuesday.,0
"Я хотел чай из Китая, а я не хотел чай из Индии.",0
"Бизнесмен получил два ранения, а его водитель три ранения.",1
"Моя мать работает не только днём, но и также вечером.",0
"Я не хотел ходить в кино, но вчера мы ходили в кино.",0
"Он починил мою машину, но я не понимаю как.",1
"Я в первый раз там попробовал сало, и ты тоже в первый раз там попробовал сало.",0
"Я собираюсь купить машину, а ты продать.",1
"Там знали, что Крымов невиновен, a посадили.",1
"Теперь уж Алеша был почти уверен в этом, сам не зная еще почему был почти уверен в этом.",0
"Мы купили ту книгу по математике после того, как он купил эту.",1
"Незнакомый вручил мне подарок, но не ясно почему.",1
"Они пришли ко мне не в среду, а они пришли ко мне в четверг.",0
"Они смеются, но непонятно над кем они смеются.",1
"Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил.",1
Government officials said exports at the end of the year would remain under a government target of $68 billion.,0
"Он видел, что в душе ее совершалось что-то прекрасное, но что совершалось?",1
"Никогда не хочу пользоваться духами, потому что дорого.",1
"И Ольгу встретили в магазине, и Kатю встретили в магазине.",0
"Отец не ест зелёный лук, отец ест только красный лук.",0
"Она умерла в 1975, а её муж умер годом позже, в 1976.",1
"Никогда не хочу пользоваться духами, потому что пользоваться духами дорого.",0
"Андрей считает, что никто не будет делать это домашнее задание, но я буду.",1
"Вы не можете ответить, или просто не хотите?",1
А они нападают на Анну. За что?,1
"In July, the Environmental Protection Agency imposed a gradual ban on virtually all uses of asbestos.",0
"Я не знаю, для чего.",1
"Я думал, что никто не знает эту песню, а на самом деле Маша спела эту песню.",0
"This time, it was for dinner and dancing--a block away.",0
"Workers described ""clouds of blue dust"" that hung over parts of the factory, even though exhaust fans ventilated the area.",0
"The average maturity for funds open only to institutions, considered by some to be a stronger indicator because those managers watch the market closely, reached a high point for the year--33 days.",0
"В зоопарке я люблю смотреть слонов, и мои сёстры тоже в зоопарке любят смотреть слонов.",0
Только Петя будет ехать в Москву.,1
"Каждый день утром он ест хлопья, но вечером стейк.",1
"От кого же я знал, что он повесился?",1
"У него день рождения в июне, а у неё в октябре.",1
We're talking about years ago before anyone heard of asbestos having any questionable properties.,0
"Иван улыбается, и Миша знает почему Иван улыбается.",0
"Я говорю по-русски, но не очень хорошо говорю по-русски.",0
"Она умерла в 1975, а её муж годом позже, в 1976.",1
"Петя хочет начать изучать французский язык, а Вася хочет начать изучать немецкий язык.",0
"Он хорошо понимает математику, и биологию.",1
"Она встала и ушла, а её парень не знал, почему.",1
"Я ненавижу Марка, и ты тоже ненавидишь Марка.",0
"Я читал историю про эльфов, а ты про гномов.",1
"Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется.",0
Я буду читать курс по типологии в этом году.,0
"Я не знаю что, но что-то Марина увидела.",1
"Вы не можете ответить, или просто не хотите ответить?",1
"Rudolph Agnew, 55 years old and former chairman of Consolidated Gold Fields PLC, was named a nonexecutive director of this British industrial conglomerate.",0
Areas of the factory were particularly dusty where the crocidolite was used.,0
"The next morning, with a police escort, busloads of executives and their wives raced to the Indianapolis Motor Speedway, unimpeded by traffic or red lights.",0
Я в этом году.,0
"Дина купила своей дочери школьные учебники, а Паша не купил своей дочери школьные учебники.",0
"Бизнесмен получил два ранения, а его водитель получил три ранения.",0
"Она считает его великолепным композитором, и он её.",1
"Лучше потратить целый день, чем целую неделю.",1
"Я чаще пью виски, чем он водку.",1
"Марина увидела что-то странное, но я не знаю что.",1
"Я хорошо понимаю математику, но я не хорошо понимаю биологию.",0
"Все ненавидят наш дом, но все любят их дом.",1
"Они купили надувной замок, но не ясно кому.",1
"Котята забавляются маленькими игрушками, а щенята большими.",1
"Я не умею готовить так хорошо, как ты умеешь готовить.",0
Много?,0
"Я умею управлять самолётом, но не вертолётом.",1
"Я видел машину, которую купил Петя, а Вася не видел машину, которую купил Петя.",0
"Она знает больше о своей стране, чем он знает о своей стране.",0
"Он начинает действовать открыто... подчеркивая, что он выступает...",0
"Хорошие студенты всегда делают домашки, а плохие студенты никогда.",1
Черт ее знает из чего тряпка была.,0
"Ваня сказала, что Вика тебя позвала гулять, а я думал, что Вика меня позвала гулять.",0
"Лучше потратить целый день, чем потратить целую неделю.",0
"Каждый день утром он ест хлопья, и вечером тоже.",1
"Граница Финландии с Россией длинная, граница Финландии с Норвегией короткая, а граница Финландии со Швецией - средняя.",1
"Лишь бы он вернул мою книгу сегодня, мне всё равно во сколько он вернет мою книгу сегодня.",0
"Дети с кем-то дрались, но мне не важно, с кем дрались дети.",1
Neither Lorillard nor the researchers who studied the workers were aware of any research on smokers of the Kent cigarettes.,0
"Фёдор часто знакомится с новыми людьми, а Лена знакомится с новыми людьми редко.",0
Как убедиться же возможно?,0
The federal government suspended sales of U.S. savings bonds because Congress hasn't lifted the ceiling on government debt.,0
"Ты в клубе пил, пил, играл и потом поехал… к кому?",1
"В Москву я хочу поехать, а в Петербург нет _.",1
"A form of asbestos once used to make Kent cigarette filters has caused a high percentage of cancer deaths among a group of workers exposed to it more than 30 years ago, researchers reported.",0
"Они попросили меня пойти на озеро, но у меня нет времени пойти на озеро.",0
"Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже _.",1
"Я уверен, что он ненавидит _.",1
"Lorillard Inc., the unit of New York-based Loews Corp. that makes Kent cigarettes, stopped using crocidolite in its Micronite cigarette filters in 1956.",0
"Я больше пью виски, чем он водку.",1
"Отец не ест зелёный лук, только красный.",1
"Юрий живёт в Ярославле, а Дима живёт в Москве.",0
"Я хотел более красивую шапку, _ не __ такую __.",1
"Until Congress acts, the government hasn't any authority to issue new debt obligations of any kind, the Treasury said.",0
"A buffet breakfast was held in the museum, where food and drinks are banned to everyday visitors.",0
"Юрий живёт в Ярославле, а Дима в Москве.",1
"Я в первый раз там попробовал сало, и ты тоже в первый раз там попробовала сало.",0
"Он говорит с иностранным акцентом, но мы не знаем почему.",0
"Георгий готовит макароны, а Лена песто.",1
"Мальчиком я играл в баскетбол, а мальчиком мой друг играл в бейсбол.",0
"Она попросила Мишу остаться, и Вася тоже попросил Мишу остаться.",0
"The yield on six-month Treasury bills sold at Monday's auction, for example, rose to 8.04% from 7.90%.",0
"Когда Петя пришел, я обрадовался, а Вася не обрадовался.",1
"Верю, да не знаю во что верю.",1
"Андрей считает, что никто не будет делать это домашнее задание, но я буду делать это домашнее задание.",0
"Он всегда заказывает холодное блюдо, а она горячее.",1
"Мы учимся языкам, а все наши друзья учатся бизнесу.",1
"Я уверен, что он ненавидит лингвистику.",0
"More common chrysotile fibers are curly and are more easily rejected by the body, Dr. Mossman explained.",0
"Я не ем столько, как он.",1
"Он придумал музыку песни, а она придумала текст.",1
"Володя сказал, что купит зеленую лампу.",0
"Кто-то съел все печенья, но я не знаю, кто.",1
"А он, даже если он захочет, не сможет...",0
"Плюньте и уйдите, вот почему не будем больше играть.",0
Чем?,1
"Марина увидела что-то странное, но я не знаю что Марина увидела.",0
"Она знает больше о своей стране, чем он знает о её стране.",0
"Вера и Лена читают газету, а Борис читает книгу.",1
"Дети с кем-то дрались, но мне не важно с кем.",1
"Я не знаю что видела Марина, но что-то Марина увидела.",1
"Он видел, что в душе ее совершалось что-то прекрасное, но что?",1
"Павель играет на скрипке, Валерий играет на виолинчели и Петр играет на рояле.",0
"Мы пришли сюда, потому что мы хотели прийти сюда.",0
W.R. Grace holds three of Grace Energy's seven board seats.,0
"Моя мама в зоопарке всегда любит смотреть выдр, а мой папа пингвинов.",1
"Дина купила своей дочери школьные учебники, а Паша не купил.",1
"Я предпочитаю есть зразы с говядиной, а ты с свининой.",1
"Моя подруга всегда принимает душ вечером, а я всегда принимаю душ утром.",1
Только Петя будет.,1
"Иван улыбается, и Миша знает почему.",0
"Я в первый раз там попробовал сало, а также я в первый раз там попробовал зразы.",0
"Рубашка мне слишком велика, а брюки мне слишком малы.",1
